,link,brand,product,price,cosmetic_condition,internal_storage,battery_power_mah,warranty_period,warranty_type,color,main_camera_resolution_range,screen_size,ram_capacity,mobile_connection_speed,camera_resolution,front_camera_count,screen_resolution,screen_technology,front_camera_resolution,front_camera_resolution_range,display_technology,main_camera_flash,front_camera_flash,screen_type,rear_camera_count,screen_size_range,operating_system,dual_sim,wireless_charging,face_recognition,touchscreen,charging_port,nfc,screen_refresh_rate,headphone_jack,charging_speed,expandable_storage,battery_capacity_range,fingerprint_reader,water_dust_resistance,artificial_intelligence,phone_model,video_recording_resolution,country_of_origin,radio,cpu_range,video_call,repairability,ce_compliance,importer_representative,manufacturer_info
597,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s22-ultra-512gb-a-kalite-bordo-p-883923285,Samsung Yenilenmiş SAMSUNGGALAXY S22 ULTRA 512GB -A Kalite- Bordo,,34.159 TL,A seviye-Mükemmel,512 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Bordo,100 -120 MP,"6,8 inç",8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,https://www.trendyol.com/samsung/galaxy-z-fold5-256-gb-siyah-samsung-turkiye-garantili-p-745785545,Samsung Galaxy Z Fold5 256 GBSiyah (Samsung Türkiye Garantili),Galaxy Z Fold5 256 GB,59.429 TL,,256 GB,4400,2 Yıl,Samsung TR Garantili,Siyah,40 - 60 MP,7 - 10 inç,12 GB,5G,20 MP ve üstü,2,FHD+,Dinamik AMOLED,5 -10 MP,5 - 10 MP,AMOLED,Var,Var,AMOLED,3,7'' Üstü,Android,Var,Var,Var,Var,USB Type-C,Var,60 Hz,USB Type-C,10-20 W,Yok,4000-4500 mAh,Var,Var,Yok,,,,,,,,,,
599,https://www.trendyol.com/samsung/yenilenmis-galaxy-a32-128-gb-beyaz-cep-telefonu-12-ay-garantili-c-kalite-p-851383314,Samsung Yenilenmiş Galaxy A32128 Gb Beyaz Cep Telefonu (12 AY GARANTİLİ) - C Kalite,Yenilenmiş Galaxy A32,7.499 TL,C seviye-İyi,128 GB,,1 Yıl,,Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,https://www.trendyol.com/apple/yenilenmis-iphone-13-pro-max-256gb-koknar-yesili-b-kalite-p-787510289,Apple Yenilenmiş iPhone 13Pro Max 256GB Köknar Yeşili B Kalite,Yenilenmiş iPhone 13,"49.218,93 TL",B seviye-Çok İyi,256 GB,,1 Yıl,,Yeşil,10 - 15 MP,"6,7 inç",6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,https://www.trendyol.com/apple/yenilenmis-iphone-x-256gb-b-kalite-uzay-grisi-p-689227150,Apple Yenilenmiş IPHONE X256GB -B Kalite- Uzay Grisi,Yenilenmiş IPHONE X,13.399 TL,B seviye-Çok İyi,256 GB,,1 Yıl,İthalatçı Garantili,Gri,10 - 15 MP,"5,5 - 6 inç",3 GB,,10 - 15 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,https://www.trendyol.com/apple/yenilenmis-iphone-13-pro-128-gb-altin-12-ay-garantili-b-grade-p-689221133,Apple Yenilenmiş Iphone 13Pro 128 Gb Altın (12 AY GARANTİLİ) - B Grade,,,B seviye-Çok İyi,128 GB,,1 Yıl,,Altın,10 - 15 MP,6 inç ve üstü,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,https://www.trendyol.com/fitgo/tuslu-cep-telefonu-yasli-hizli-arama-p-831846662,FİTGO Tuşlu Cep TelefonuYaşlı Hızlı Arama,Tuşlu Cep Telefonu,1.199 TL,,Yok,,,İthalatçı Garantili,Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,https://www.trendyol.com/xiaomi/yenilenmis-xiaomi-12t-256gb-siyah-cep-telefonu-12-ay-garantili-c-kalite-p-897335464,Xiaomi YENİLENMİŞ XIAOMI 12T256GB SİYAH CEP TELEFONU (12 AY GARANTİLİ) - C KALİTE,,18.399 TL,C seviye-İyi,256 GB,,1 Yıl,,Siyah,,"6,67 inç",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,https://www.trendyol.com/apple/yenilenmis-iphone-12-pro-max-128-gb-grafit-cep-telefonu-12-ay-garantili-b-kalite-p-883502630,Apple Yenilenmiş iPhone 12Pro Max 128 GB Grafit Cep Telefonu (12 Ay Garantili) - B Kalite,Yenilenmiş iPhone 12,39.249 TL,B seviye-Çok İyi,128 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Gri,10 - 15 MP,"6,8 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TR,,,,,,,
606,https://www.trendyol.com/apple/yenilenmis-iphone-12-pro-256-gb-pasifik-mavisi-cep-telefonu-12-ay-garantili-c-kalite-p-851723133,Apple Yenilenmiş iPhone 12Pro 256 GB Pasifik Mavisi Cep Telefonu (12 Ay Garantili) - C Kalite,,35.399 TL,C seviye-İyi,256 GB,,1 Yıl,,Gri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,https://www.trendyol.com/tecno/pova-4-128gb-akilli-telefon-magma-turuncusu-p-676415452,TECNO Pova 4 128gb AkıllıTelefon Magma Turuncusu,,,,128 GB,1500 ve altı,2 Yıl,Resmi Distribütör Garantili,Turuncu,40 - 60 MP,"4 - 4,5 inç",8 GB,4G,5 MP ve altı,1,,,,5 - 10 MP,,,,,2,6.5'' - 7'',Android,Var,,,Var,USB Type-C,Var,,3.5 mm,,,5000-6000 mAh,,Yok,,,,,,,,,,,
608,https://www.trendyol.com/apple/iphone-11-yellow-64gb-yenilenmis-b-kalite-12-ay-garantili-p-700182912,Apple İphone 11 Yellow 64gbYenilenmiş B Kalite (12 AY GARANTİLİ),İphone 11 Yellow 64gb,15.200 TL,B seviye-Çok İyi,64 GB,,1 Yıl,,Sarı,10 - 15 MP,6 inç ve üstü,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,https://www.trendyol.com/samsung/yenilenmis-galaxy-s20-plus-black-128gb-a-kalite-12-ay-garantili-p-459374765,Samsung Yenilenmiş Galaxy S20Plus Black 128gb A Kalite (12 Ay Garantili),Yenilenmiş Galaxy S20,17.799 TL,A seviye-Mükemmel,128 GB,,1 Yıl,,Siyah,5 - 10 MP,"6,7 inç",8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,https://www.trendyol.com/xiaomi/yenilenmis-xiaomi-13t-256-gb-yesil-cep-telefonu-12-ay-garantili-c-kalite-p-897248058,Xiaomi Yenilenmiş Xiaomi 13T256 GB Yeşil Cep Telefonu (12 Ay Garantili) - C Kalite,,23.399 TL,C seviye-İyi,256 GB,,,,Yeşil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,https://www.trendyol.com/apple/yenilenmis-iphone-14-pro-max-256-gb-altin-cep-telefonu-12-ay-garantili-c-kalite-p-846787182,Apple Yenilenmiş iPhone 14Pro Max 256 GB Altın Cep Telefonu (12 Ay Garantili) - C Kalite,,64.999 TL,C seviye-İyi,256 GB,,1 Yıl,Üretici Garantili,Altın,40 - 60 MP,6 inç ve üstü,6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s24-256gb-sari-cep-telefonu-12-ay-garantili-c-kalite-p-905559556,Samsung YENİLENMİŞ SAMSUNGGALAXY S24 256GB SARI CEP TELEFONU (12 AY GARANTİLİ) - C KALİTE,,34.399 TL,C seviye-İyi,256 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Sarı,5 MP ve altı,"6,7 inç",,,20 MP ve üstü,,,,,,,,,,,,,,,,,,,,,,,4000-4500 mAh,,,,,,,,,,,,,
613,https://www.trendyol.com/xiaomi/yenilenmis-xiaomi-12t-pro-256gb-gumus-cep-telefonu-12-ay-garantili-a-kalite-p-900219618,Xiaomi YENİLENMİŞ XIAOMI 12TPRO 256GB GÜMÜŞ CEP TELEFONU (12 AY GARANTİLİ) - A KALİTE,,26.999 TL,A seviye-Mükemmel,256 GB,,1 Yıl,,Gri,,"6,7 inç",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,https://www.trendyol.com/samsung/yenilenmis-galaxy-s23-256-gb-yesil-cep-telefonu-12-ay-garantili-a-kalite-p-848742171,Samsung Yenilenmiş Galaxy S23256 Gb Yeşil Cep Telefonu (12 AY GARANTİLİ) - A Kalite,Yenilenmiş Galaxy S23,28.499 TL,A seviye-Mükemmel,256 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Bej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,https://www.trendyol.com/huawei/nova-9-blue-128gb-yenilenmis-b-kalite-12-ay-garantili-p-806184331,Huawei Nova 9 Blue 128gbYenilenmiş B Kalite (12 AY GARANTİLİ),,9.999 TL,B seviye-Çok İyi,128 GB,,1 Yıl,,Mavi,40 - 60 MP,"6,5 inç",8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,https://www.trendyol.com/samsung/yenilenmis-galaxy-s20-fe-128-gb-pembe-cep-telefonu-12-ay-garantili-c-kalite-p-884364464,Samsung Yenilenmiş Galaxy S20Fe 128 Gb Pembe Cep Telefonu (12 AY GARANTİLİ) - C Kalite,,9.899 TL,C seviye-İyi,128 GB,,1 Yıl,Üretici Garantili,Pembe,10 - 15 MP,6 inç ve üstü,6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,https://www.trendyol.com/e-bulurum/buffer-cep-tipi-telefon-tutuculu-makarali-uzayip-kisalabilen-3-u-1-arada-usb-sarj-kablosu-uyumlu-p-917443422,E BULURUM BUFFER® Cep TipiTelefon Tutuculu Makaralı Uzayıp Kısalabilen 3'ü 1 Arada USB Şarj Kablosu Uyumlu,,"256,25 TL",,64 GB,,,İthalatçı Garantili,Siyah,,,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s22-ultra-512gb-bordo-cep-telefonu-12-ay-garantili-c-kalite-p-891408544,Samsung YENİLENMİŞ SAMSUNGGALAXY S22 ULTRA 512GB BORDO CEP TELEFONU (12 AY GARANTİLİ) - C KALİTE,,34.104 TL,C seviye-İyi,512 GB,,1 Yıl,,Bordo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-z-flip-5-256gb-siyah-cep-telefonu-12-ay-garantili-c-kalite-p-890241348,Samsung YENİLENMİŞ SAMSUNGGALAXY Z FLIP 5 256GB SİYAH CEP TELEFONU (12 AY GARANTİLİ) - C KALİTE,,33.399 TL,C seviye-İyi,256 GB,,1 Yıl,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,https://www.trendyol.com/apple/11-256gb-c-grade-yenilenmis-cep-telefonu-12-ay-garantili-p-886736945,Apple 11 256gb C GradeYenilenmiş Cep Telefonu (12 AY GARANTİLİ),,20.949 TL,C seviye-İyi,256 GB,3110,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Beyaz,10 - 15 MP,"6,1 inç",4 GB,,12 MP,,,,,,,,,,,,,,,,,,,,,,,3000-3500 mAh,,,,,,TR,,,,,,,
621,https://www.trendyol.com/infinix/smart-9-neo-titanium-dual-sim-3gb-64gb-gb-orta-dogu-surumu-orijinal-2-yil-garantili-p-872228211,"INFINIX Smart 9 Neo TitaniumDual Sim 3gb 64gb Gb - Orta Doğu Sürümü?Orijinal, 2 yıl Garantili?",Smart 9 Neo Titanium,5.699 TL,,64 GB,,2 Yıl,Resmi Distribütör Garantili,Gri,,,4 GB,,,2,,,,,,,,,2,,Android,Var,,,,,,,,,,,,,,,,,,,,,,,
622,https://www.trendyol.com/vivo/y17s-128-gb-4-gb-ram-orman-yesili-cep-telefonu-turkiye-garantili-p-776126249,vivo Y17s 128 Gb 4 Gb RamOrman Yeşili Cep Telefonu ( Türkiye Garantili),Y17s 128 Gb 4 Gb Ram,7.899 TL,,128 GB,5000,2 Yıl,Üretici Garantili,Yeşil,40 - 60 MP,"6,5 inç",4 GB,4.5G,50 MP,1,HD+,,5 - 8 MP,5 - 10 MP,LCD,Var,,IPS LCD,2,6.5'' - 7'',Android,Var,Yok,Yok,Var,USB Type-C,Yok,60 Hz,USB Type-C,10-20 W,Var,5000-6000 mAh,Var,Yok,Yok,,,,,,,,,,
623,https://www.trendyol.com/xiaomi/redmi-note-12-pro-plus-5g-8gb-256-gb-akilli-cep-telefonu-siyah-turkiye-garantili-p-818117100,Xiaomi Redmi Note 12 Pro Plus5G 8GB+256 GB Akıllı Cep Telefonu - Siyah ( Türkiye Garantili),Redmi Note 12 Pro Plus,15.999 TL,,256 GB,5000,2 Yıl,KVK Garantili,Siyah,120 MP ve üstü,"6,67 inç",8 GB,5G,200 MP + 8 MP + 2 MP,1,FHD+,,16 MP,15 - 20 MP,LCD,Var,,LCD,3,6.5'' - 7'',Android,Var,Yok,Var,Var,USB Type-C,Yok,60 Hz,3.5 mm,10-20 W,Var,5000-6000 mAh,Var,Yok,Var,,,,,,,,,,
624,https://www.trendyol.com/xiaomi/redmi-note-10s-128-gb-8-gb-ram-beyaz-cep-telefonu-xiaomi-turkiye-garantili-p-410004788,Xiaomi Redmi Note 10S 128 GB8 GB RAM Beyaz Cep Telefonu (Xiaomi Türkiye Garantili),Redmi Note 10S 128 GB,11.999 TL,,128 GB,5000,2 Yıl,Xiaomi Türkiye Garantili,Beyaz,60 - 80 MP,6 inç ve üstü,8 GB,4.5G,20 MP ve üstü,1,FHD+,,8 MP ve üstü,5 - 10 MP,AMOLED,Var,,LCD,4,6'' - 6.5'',Android,Var,Yok,Yok,Var,USB Type-C,Yok,60 Hz,3.5 mm,10-20 W,Var,4500-5000 mAh,Yok,Var,Yok,Xiaomi Redmi Note 10S,,,,,,,,,
625,https://www.trendyol.com/reeder/p13-blue-max-pro-6gb-256-gb-yesil-cep-telefonu-reeder-turkiye-garantili-p-229392492,Reeder P13 Blue Max Pro6GB+256 GB Yeşil Cep Telefonu (Reeder Türkiye Garantili),P13 Blue Max Pro,6.999 TL,,256 GB,1500 ve altı,2 Yıl,Resmi Distribütör Garantili,Yeşil,10 - 15 MP,"4 - 4,5 inç",6 GB,4.5G,5 MP ve altı,1,HD,,5 MP,5 - 10 MP,LCD,Var,Yok,LCD,3,6'' - 6.5'',Android,Var,Yok,Yok,Var,USB Type-C,Yok,60 Hz,USB Type-C,10-20 W,Yok,5000-6000 mAh,Yok,Yok,Yok,,,,,,,,,,
626,https://www.trendyol.com/apple/yenilenmis-iphone-13-256-gb-yesil-cep-telefonu-12-ay-garantili-c-kalite-p-887227441,Apple Yenilenmiş Iphone 13256 Gb Yeşil Cep Telefonu (12 AY GARANTİLİ) - C Kalite,,35.949 TL,C seviye-İyi,256 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Mavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,https://www.trendyol.com/fitgo/tuslu-cep-telefonu-yasli-hizli-arama-p-831846662,FİTGO Tuşlu Cep TelefonuYaşlı Hızlı Arama,Tuşlu Cep Telefonu,1.199 TL,,Yok,,,İthalatçı Garantili,Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,https://www.trendyol.com/apple/yenilenmis-iphone-13-pro-max-512gb-koknar-yesili-cep-telefonu-12-ay-garantili-b-kalite-p-846740049,Apple Yenilenmiş Iphone 13Pro Max 512gb Köknar Yeşili Cep Telefonu (12 AY GARANTİLİ) - B Kalite,,57.199 TL,B seviye-Çok İyi,512 GB,,1 Yıl,Üretici Garantili,Mavi,10 - 15 MP,6 inç ve üstü,6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,https://www.trendyol.com/apple/yenilenmis-iphone-15-pro-128-gb-mavi-titanyum-cep-telefonu-12-ay-garantili-c-kalite-p-885659381,Apple Yenilenmiş iPhone 15Pro 128 GB Mavi Titanyum Cep Telefonu (12 Ay Garantili) - C Kalite,,68.399 TL,C seviye-İyi,128 GB,,,,Mavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,https://www.trendyol.com/apple/yenilenmis-iphone-11-64-gb-kirmizi-cep-telefonu-12-ay-garantili-b-kalite-p-652853098,Apple Yenilenmiş iPhone 11 64GB Kırmızı Cep Telefonu (12 Ay Garantili) - B Kalite,Yenilenmiş iPhone 11 64,16.699 TL,B seviye-Çok İyi,64 GB,,1 Yıl,Üretici Garantili,Kırmızı,10 - 15 MP,"6,1 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,https://www.trendyol.com/samsung/yenilenmis-galaxy-z-fold-5-512gb-siyah-cep-telefonu-12-ay-garantili-b-kalite-p-887569303,Samsung Yenilenmiş Galaxy ZFold 5 512gb Siyah Cep Telefonu (12 AY GARANTİLİ) - B Kalite,,53.949 TL,B seviye-Çok İyi,512 GB,,1 Yıl,,Mavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,https://www.trendyol.com/oppo/yenilenmis-ax7-gold-64gb-a-kalite-12-ay-garantili-p-731615793,Oppo Yenilenmiş Ax7 Gold 64gbA Kalite (12 Ay Garantili),,4.499 TL,A seviye-Mükemmel,64 GB,,1 Yıl,,Altın,10 - 15 MP,"5,5 - 6 inç",3 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,https://www.trendyol.com/apple/iphone-12-pro-128gb-grafit-yenilenmis-cok-iyi-p-689224861,Apple İphone 12 Pro 128gbGrafit (YENİLENMİŞ - ÇOK IYİ),,,B seviye-Çok İyi,128 GB,,1 Yıl,,Gri,10 - 15 MP,6 inç ve üstü,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,https://www.trendyol.com/apple/yenilenmis-iphone-11-64-gb-sari-cep-telefonu-12-ay-garantili-b-kalite-p-652853004,Apple Yenilenmiş iPhone 11 64GB Sarı Cep Telefonu (12 Ay Garantili) - B Kalite,Yenilenmiş iPhone 11 64,12.999 TL,B seviye-Çok İyi,64 GB,,1 Yıl,Üretici Garantili,Sarı,10 - 15 MP,"6,1 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,https://www.trendyol.com/infinix/smart-8-3gb-64gb-ram-akilli-cep-telefonu-yesil-ithalatci-garantili-p-917812218,INFINIX Smart 8 3GB-64GB RamAkıllı Cep Telefonu yeşil (İthalatçı Garantili),,4.999 TL,,64 GB,5000,,İthalatçı Garantili,Çok Renkli,10 - 15 MP,"6,6 inç",3 GB,4G,13 MP,1,,,,5 - 10 MP,,,,,2,6.5'' - 7'',Android,Var,,,Var,USB Type-C,Yok,,3.5 mm,,Var,4500-5000 mAh,,Yok,,,,,,,,,,,
636,https://www.trendyol.com/apple/yenilenmis-iphone-15-plus-256-gb-yesil-cep-telefonu-12-ay-garantili-a-kalite-p-886579537,Apple Yenilenmiş iPhone 15Plus 256 GB Yeşil Cep Telefonu (12 Ay Garantili) - A Kalite,,54.999 TL,A seviye-Mükemmel,256 GB,,1 Yıl,,Yeşil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,https://www.trendyol.com/xiaomi/yenilenmis-redmi-note-12-pro-256-gb-gri-cep-telefonu-12-ay-garantili-a-kalite-p-885944666,Xiaomi Yenilenmiş Redmi Note12 Pro 256 Gb Gri Cep Telefonu (12 AY GARANTİLİ) - A Kalite,,11.899 TL,A seviye-Mükemmel,256 GB,,1 Yıl,,Mavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,https://www.trendyol.com/samsung/yenilenmis-galaxy-s21-128-gb-gri-cep-telefonu-12-ay-garantili-b-kalite-p-849050015,Samsung Yenilenmiş Galaxy S21128 Gb Gri Cep Telefonu (12 AY GARANTİLİ) - B Kalite,,15.399 TL,B seviye-Çok İyi,128 GB,,1 Yıl,,Gri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,https://www.trendyol.com/xiaomi/yenilenmis-redmi-note-11-128gb-b-kalite-gri-p-827779672,Xiaomi Yenilenmiş REDMI NOTE11 128GB -B Kalite- Gri,,9.029 TL,B seviye-Çok İyi,128 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Gri,100 -120 MP,"6,43 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,https://www.trendyol.com/hobidunyasielif/avec-av-w101b-usb-micro-usb-1m-kablo-lisinya-p-904438482,HobiDünyasıElif Avec Av-w101bUsb-mıcro Usb 1m Kablo ( Lisinya ),,"203,44 TL",,1 GB,,,Üretici Garantili,Beyaz,,,Yok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TR,,,,,,,
641,https://www.trendyol.com/apple/yenilenmis-iphone-14-pro-128-gb-altin-cep-telefonu-12-ay-garantili-c-kalite-p-887227100,Apple Yenilenmiş iPhone 14Pro 128 GB Altın Cep Telefonu (12 Ay Garantili) - C Kalite,,56.899 TL,C seviye-İyi,128 GB,,,,Altın,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,https://www.trendyol.com/xiaomi/yenilenmis-xiaomi-redmi-9-64-gb-karbon-siyahi-12-ay-garantili-a-grade-p-848533782,Xiaomi Yenilenmiş XiaomiRedmi 9 64 GB Karbon Siyahı (12 Ay Garantili) - A Grade,,6.600 TL,B seviye-Çok İyi,64 GB,,1 Yıl,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,https://www.trendyol.com/apple/yenilenmis-iphone-11-pro-64-gb-altin-cep-telefonu-12-ay-garantili-b-kalite-p-847440022,Apple Yenilenmiş iPhone 11Pro 64 GB Altın Cep Telefonu (12 Ay Garantili) - B Kalite,,23.149 TL,B seviye-Çok İyi,64 GB,,2 Yıl,,Altın,10 - 15 MP,"6,8 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,https://www.trendyol.com/apple/yenilenmis-iphone-13-256-gb-kirmizi-256-gb-kirmizi-a-grade-p-689224794,Apple Yenilenmiş Iphone 13256 Gb Kırmızı 256 Gb Kırmızı A Grade,Yenilenmiş Iphone 13,,A seviye-Mükemmel,256 GB,,1 Yıl,,Kırmızı,10 - 15 MP,6 inç ve üstü,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,https://www.trendyol.com/realme/yeni-lenmi-s-realme-c25y-128gb-mavi-cep-telefonu-12-ay-garanti-li-c-kali-te-p-890952531,realme Yeni̇lenmi̇ş RealmeC25y 128gb Mavi̇ Cep Telefonu (12 Ay Garanti̇li̇) - C Kali̇te,,5.099 TL,C seviye-İyi,128 GB,,1 Yıl,,Mavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,https://www.trendyol.com/apple/yenilenmis-iphone-14-plus-256-gb-mor-a-kalite-12-ay-garantili-p-865706128,Apple Yenilenmiş Iphone 14Plus 256 Gb Mor A Kalite ( 12 Ay Garantili ),,"43.868,93 TL",A seviye-Mükemmel,256 GB,,1 Yıl,,Mor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a34-128gb-a-kalite-yesil-p-846155847,Samsung Yenilenmiş SAMSUNGGALAXY A34 128GB -A Kalite- Yeşil,Yenilenmiş SAMSUNG,11.039 TL,A seviye-Mükemmel,128 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Yeşil,20 - 40 MP,"6,7 inç",8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,https://www.trendyol.com/apple/yenilenmis-iphone-x-64-gb-silver-cep-telefonu-12-ay-garantili-c-kalite-p-852531567,Apple Yenilenmiş Iphone X 64Gb Silver Cep Telefonu (12 AY GARANTİLİ) - C Kalite,Yenilenmiş Iphone X 64,10.599 TL,C seviye-İyi,64 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Gri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,https://www.trendyol.com/apple/yenilenmis-iphone-12-pro-256gb-b-kalite-grafit-p-828048367,Apple Yenilenmiş IPHONE 12PRO 256GB -B Kalite- Grafit,Yenilenmiş IPHONE 12,29.919 TL,B seviye-Çok İyi,256 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Gri,10 - 15 MP,"6,1 inç",6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,https://www.trendyol.com/apple/iphone-15-pro-1-tb-siyah-titanyum-p-762254846,Apple iPhone 15 Pro 1 TBSiyah Titanyum,iPhone 15 Pro 1 TB,91.999 TL,,1 TB,4000 - 5000,2 Yıl,Apple Türkiye Garantili,Siyah,40 - 60 MP,"6,7 inç",8 GB,5G,20 MP ve üstü,1,QHD+,Dinamik AMOLED,12 MP,40 - 60 MP,SXRD,,,FHD Süper AMOLED,3,6.5'' - 7'',iOS,Var,Var,Var,Var,USB Type-C,Var,144 Hz,USB Type-C,20-40 W,,4000-4500 mAh,Yok,Var,Var,iPhone 15 Pro Max,2160p (Ultra HD) 4K,,Yok,2.5-3.2 GHz,Var,,,,
651,https://www.trendyol.com/fitgo/tuslu-cep-telefonu-yasli-hizli-arama-p-831846662,FİTGO Tuşlu Cep TelefonuYaşlı Hızlı Arama,Tuşlu Cep Telefonu,1.199 TL,,Yok,,,İthalatçı Garantili,Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a21s-128-gb-mavi-cep-telefonu-12-ay-garantili-c-kalite-p-904108942,Samsung Yenilenmiş SamsungGalaxy A21s 128 GB Mavi Cep Telefonu (12 Ay Garantili) - C Kalite,,5.599 TL,C seviye-İyi,128 GB,,,,Mavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,https://www.trendyol.com/samsung/yenilenmis-galaxy-z-fold-5-256gb-siyah-cep-telefonu-12-ay-garantili-b-kalite-p-894831538,Samsung YENİLENMİŞ GALAXY ZFOLD 5 256GB SİYAH CEP TELEFONU (12 AY GARANTİLİ) - B KALİTE,,50.949 TL,B seviye-Çok İyi,256 GB,,,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,https://www.trendyol.com/realme/c35-4gb-ram-128gb-hafiza-akilli-cep-telefonu-ithalatci-garantili-p-857841137,realme C35  4GB RAM 128GBHAFIZA AKILLI CEP TELEFONU (İthalatçı Garantili),,6.499 TL,,128 GB,5000,2 Yıl,İthalatçı Garantili,Siyah,40 - 60 MP,"6,6 inç",4 GB,4.5G,50 MP,1,HD+,,5 - 8 MP,5 - 10 MP,LCD,Var,,LCD,3,6.5'' - 7'',Android,Var,Yok,Yok,Var,USB Type-C,Yok,60 Hz,3.5 mm,10-20 W,Var,4500-5000 mAh,Yok,Yok,Yok,,,,,,,,,,
